0.0	17.03963721867652	
0.0314	8.427811928891842	
0.0628	5.625083166999334	
0.0942	4.231128534489949	
0.1256	3.3931103678929766	
0.157	2.8418487394957985	
0.1884	2.434701223902088	
0.2198	2.1310283985884726	
0.2512	1.8894848586434239	
0.2826	1.702934067409695	
0.314	1.5493891264508246	
0.3454	1.4181040507673814	
0.3768	1.3101658143499149	
0.4082	1.2130132236543198	
0.4396	1.130406685236769	
0.471	1.061478582937496	
0.5024	1.0	
0.5338	1.0	
0.5652	1.0	
0.5966	1.0	
0.628	1.0	
0.6594	1.0	
0.6908	1.0	
0.7222	1.0	
0.7536	1.0	
0.785	1.0	
0.8164	1.0	
0.8478	1.0	
0.8792	1.0	
0.9106	1.0	
0.942	1.0	
0.9734	1.0	
1.0048	1.0	
1.0362	1.0	
1.0676	1.0	
1.099	1.0	
1.1304	1.0	
1.1618	1.0	
1.1932	1.0	
1.2246	1.0	
1.256	1.0	
1.2874	1.0	
1.3188	1.0	
1.3502	1.0	
1.3816	1.0	
1.413	1.0	
1.4444	1.0	
1.4758	1.0	
1.5072	1.0	
1.5386	1.0	
1.57	1.0	
1.6014	1.0	
1.6328	1.0	
1.6642	1.0	
1.6956	1.0	
1.727	1.0	
1.7584	1.0	
1.7898	1.0	
1.8212	1.0	
1.8526	1.0	
1.884	1.0	
1.9154	1.0	
1.9468	1.0	
1.9782	1.0	
2.0096	1.0	
2.041	1.0	
2.0724	1.0	
2.1038	1.0	
2.1352	1.0	
2.1666	1.0	
2.198	1.0	
2.2294	1.0	
2.2608	1.0	
2.2922	1.0	
2.3236	1.0	
2.355	1.0	
2.3864	1.0	
2.4178	1.0	
2.4492	1.0	
2.4806	1.0	
2.512	1.0	
2.5434	1.0	
2.5748	1.0	
2.6062	1.0	
2.6376	1.0523618861896562	
2.669	1.125191313798993	
2.7004	1.2068374848333452	
2.7318	1.299925684852523	
2.7632	1.4103369661921707	
2.7946	1.5404962191381457	
2.826	1.692140903329108	
2.8574	1.8717068851007306	
2.8888	2.1063405721878503	
2.9202	2.4057194346960067	
2.9516	2.8128534989464344	
2.983	3.379321830657518	
3.0144	4.227602300191682	
3.0458	5.602098288238542	
3.0772	8.321358267716535	
3.1086	16.149952244508118	
3.14	30
